reg;semaine;nb_crib;nb_pos;tx_crib;nb_A0;nb_A1;tx_A1;nb_B0;nb_B1;tx_B1;nb_C0;nb_C1;tx_C1
84;2021-05-31-2021-06-06;1513.00;6803.00;22.20;1244.00;56.00;4.30;111.00;3.00;2.60;230.00;15.00;6.10
84;2021-06-01-2021-06-07;1645.00;6164.00;26.70;1360.00;52.00;3.70;189.00;3.00;1.60;332.00;19.00;5.40
84;2021-06-02-2021-06-08;1724.00;5761.00;29.90;1452.00;60.00;4.00;254.00;5.00;1.90;403.00;24.00;5.60
84;2021-06-03-2021-06-09;1777.00;5332.00;33.30;1492.00;59.00;3.80;306.00;5.00;1.60;437.00;31.00;6.60
84;2021-06-04-2021-06-10;1806.00;4898.00;36.90;1504.00;65.00;4.10;354.00;5.00;1.40;468.00;34.00;6.80
84;2021-06-05-2021-06-11;1867.00;4460.00;41.90;1567.00;56.00;3.50;384.00;3.00;0.80;487.00;30.00;5.80
84;2021-06-06-2021-06-12;1917.00;4285.00;44.70;1598.00;59.00;3.60;413.00;3.00;0.70;507.00;33.00;6.10
84;2021-06-07-2021-06-13;1900.00;4222.00;45.00;1583.00;59.00;3.60;411.00;3.00;0.70;500.00;34.00;6.40
84;2021-06-08-2021-06-14;1857.00;3679.00;50.50;1520.00;69.00;4.30;563.00;7.00;1.20;612.00;60.00;8.90
84;2021-06-09-2021-06-15;1746.00;3235.00;54.00;1383.00;62.00;4.30;660.00;5.00;0.80;693.00;74.00;9.60
84;2021-06-10-2021-06-16;1675.00;2930.00;57.20;1309.00;64.00;4.70;755.00;6.00;0.80;775.00;84.00;9.80
84;2021-06-11-2021-06-17;1599.00;2708.00;59.00;1249.00;60.00;4.60;852.00;12.00;1.40;859.00;100.00;10.40
84;2021-06-12-2021-06-18;1517.00;2461.00;61.60;1167.00;57.00;4.70;936.00;14.00;1.50;939.00;109.00;10.40
84;2021-06-13-2021-06-19;1428.00;2292.00;62.30;1101.00;51.00;4.40;947.00;14.00;1.50;940.00;113.00;10.70
84;2021-06-14-2021-06-20;1420.00;2275.00;62.40;1094.00;51.00;4.50;943.00;14.00;1.50;933.00;115.00;11.00
84;2021-06-15-2021-06-21;1227.00;2027.00;60.50;940.00;32.00;3.30;890.00;11.00;1.20;864.00;114.00;11.70
84;2021-06-16-2021-06-22;1166.00;1954.00;59.70;891.00;32.00;3.50;850.00;11.00;1.30;803.00;125.00;13.50
84;2021-06-17-2021-06-23;1119.00;1838.00;60.90;852.00;30.00;3.40;818.00;10.00;1.20;749.00;136.00;15.40
84;2021-06-18-2021-06-24;1064.00;1724.00;61.70;802.00;29.00;3.50;780.00;3.00;0.40;686.00;153.00;18.20
84;2021-06-19-2021-06-25;1018.00;1689.00;60.30;774.00;27.00;3.40;757.00;3.00;0.40;631.00;185.00;22.70
84;2021-06-20-2021-06-26;1020.00;1672.00;61.00;767.00;31.00;3.90;757.00;3.00;0.40;620.00;194.00;23.80
84;2021-06-21-2021-06-27;1025.00;1679.00;61.00;774.00;31.00;3.90;764.00;3.00;0.40;622.00;198.00;24.10
84;2021-06-22-2021-06-28;1017.00;1629.00;62.40;775.00;29.00;3.60;771.00;3.00;0.40;567.00;251.00;30.70
84;2021-06-23-2021-06-29;1051.00;1619.00;64.90;810.00;27.00;3.20;809.00;4.00;0.50;565.00;284.00;33.50
84;2021-06-24-2021-06-30;1046.00;1635.00;64.00;815.00;30.00;3.60;827.00;4.00;0.50;522.00;335.00;39.10
84;2021-06-25-2021-07-01;1082.00;1681.00;64.40;851.00;31.00;3.50;866.00;5.00;0.60;501.00;393.00;44.00
84;2021-06-26-2021-07-02;1088.00;1664.00;65.40;857.00;38.00;4.20;889.00;3.00;0.30;474.00;430.00;47.60
84;2021-06-27-2021-07-03;1121.00;1729.00;64.80;878.00;38.00;4.10;914.00;3.00;0.30;461.00;466.00;50.30
84;2021-06-28-2021-07-04;1134.00;1743.00;65.10;891.00;38.00;4.10;929.00;3.00;0.30;461.00;479.00;51.00
84;2021-06-29-2021-07-05;1228.00;1880.00;65.30;961.00;48.00;4.80;1006.00;3.00;0.30;428.00;590.00;58.00
84;2021-06-30-2021-07-06;1308.00;2008.00;65.10;1030.00;51.00;4.70;1078.00;4.00;0.40;413.00;678.00;62.10
84;2021-07-01-2021-07-07;1427.00;2170.00;65.80;1129.00;54.00;4.60;1177.00;6.00;0.50;413.00;779.00;65.40
84;2021-07-02-2021-07-08;1511.00;2313.00;65.30;1206.00;57.00;4.50;1256.00;6.00;0.50;417.00;853.00;67.20
84;2021-07-03-2021-07-09;1650.00;2545.00;64.80;1335.00;54.00;3.90;1380.00;6.00;0.40;406.00;990.00;70.90
84;2021-07-04-2021-07-10;1700.00;2670.00;63.70;1389.00;54.00;3.70;1432.00;6.00;0.40;388.00;1061.00;73.20
84;2021-07-05-2021-07-11;1703.00;2687.00;63.40;1388.00;55.00;3.80;1432.00;6.00;0.40;382.00;1067.00;73.60
84;2021-07-06-2021-07-12;2002.00;3110.00;64.40;1681.00;45.00;2.60;1713.00;7.00;0.40;380.00;1360.00;78.20
84;2021-07-07-2021-07-13;2375.00;3739.00;63.50;2019.00;45.00;2.20;2047.00;9.00;0.40;371.00;1707.00;82.10
84;2021-07-08-2021-07-14;2174.00;3502.00;62.10;1860.00;35.00;1.80;1881.00;7.00;0.40;324.00;1587.00;83.00
84;2021-07-09-2021-07-15;2891.00;4590.00;63.00;2548.00;36.00;1.40;2566.00;8.00;0.30;338.00;2264.00;87.00
84;2021-07-10-2021-07-16;3511.00;5506.00;63.80;3126.00;41.00;1.30;3142.00;14.00;0.40;374.00;2815.00;88.30
84;2021-07-11-2021-07-17;3832.00;6220.00;61.60;3437.00;41.00;1.20;3454.00;16.00;0.50;384.00;3125.00;89.10
84;2021-07-12-2021-07-18;3891.00;6424.00;60.60;3493.00;40.00;1.10;3509.00;16.00;0.50;387.00;3179.00;89.10
84;2021-07-13-2021-07-19;5326.00;8609.00;61.90;4886.00;48.00;1.00;4911.00;20.00;0.40;435.00;4542.00;91.30
84;2021-07-14-2021-07-20;6571.00;10473.00;62.70;6070.00;49.00;0.80;6097.00;19.00;0.30;452.00;5717.00;92.70
84;2021-07-15-2021-07-21;8310.00;13375.00;62.10;7702.00;54.00;0.70;7730.00;21.00;0.30;524.00;7288.00;93.30
84;2021-07-16-2021-07-22;9273.00;14599.00;63.50;8572.00;48.00;0.60;8594.00;23.00;0.30;538.00;8152.00;93.80
84;2021-07-17-2021-07-23;10268.00;16078.00;63.90;9468.00;45.00;0.50;9495.00;18.00;0.20;529.00;9073.00;94.50
84;2021-07-18-2021-07-24;10664.00;16858.00;63.30;9835.00;43.00;0.40;9859.00;16.00;0.20;541.00;9424.00;94.60
84;2021-07-19-2021-07-25;10799.00;17031.00;63.40;9927.00;73.00;0.70;9976.00;16.00;0.20;574.00;9513.00;94.30
84;2021-07-20-2021-07-26;11815.00;18509.00;63.80;10826.00;74.00;0.70;10867.00;20.00;0.20;621.00;10392.00;94.40
84;2021-07-21-2021-07-27;12458.00;19325.00;64.50;11418.00;69.00;0.60;11446.00;25.00;0.20;645.00;10973.00;94.40
84;2021-07-22-2021-07-28;12989.00;19825.00;65.50;11842.00;69.00;0.60;11874.00;25.00;0.20;672.00;11407.00;94.40
84;2021-07-23-2021-07-29;13233.00;20517.00;64.50;12058.00;72.00;0.60;12086.00;28.00;0.20;682.00;11640.00;94.50
84;2021-07-24-2021-07-30;13334.00;20808.00;64.10;12191.00;68.00;0.60;12212.00;29.00;0.20;696.00;11766.00;94.40
84;2021-07-25-2021-07-31;13433.00;20956.00;64.10;12271.00;66.00;0.50;12290.00;31.00;0.30;707.00;11836.00;94.40
84;2021-07-26-2021-08-01;13375.00;20939.00;63.90;12239.00;36.00;0.30;12233.00;31.00;0.30;682.00;11800.00;94.50
84;2021-07-27-2021-08-02;13420.00;21038.00;63.80;12254.00;28.00;0.20;12243.00;31.00;0.30;669.00;11832.00;94.60
84;2021-07-28-2021-08-03;13367.00;20966.00;63.80;12240.00;26.00;0.20;12232.00;30.00;0.20;698.00;11798.00;94.40
84;2021-07-29-2021-08-04;13276.00;20852.00;63.70;12172.00;27.00;0.20;12162.00;30.00;0.20;688.00;11739.00;94.50
84;2021-07-30-2021-08-05;13277.00;20853.00;63.70;12170.00;24.00;0.20;12168.00;23.00;0.20;676.00;11745.00;94.60
84;2021-07-31-2021-08-06;13520.00;21217.00;63.70;12359.00;26.00;0.20;12358.00;25.00;0.20;677.00;11929.00;94.60
84;2021-08-01-2021-08-07;13591.00;21248.00;64.00;12456.00;28.00;0.20;12457.00;24.00;0.20;669.00;12035.00;94.70
84;2021-08-02-2021-08-08;13632.00;21305.00;64.00;12512.00;28.00;0.20;12504.00;31.00;0.20;657.00;12101.00;94.90
84;2021-08-03-2021-08-09;13976.00;21711.00;64.40;12856.00;28.00;0.20;12804.00;73.00;0.60;621.00;12494.00;95.30
84;2021-08-04-2021-08-10;14297.00;22233.00;64.30;13108.00;33.00;0.30;13052.00;85.00;0.60;569.00;12822.00;95.80
84;2021-08-05-2021-08-11;14596.00;22639.00;64.50;13392.00;28.00;0.20;13328.00;88.00;0.70;549.00;13121.00;96.00
84;2021-08-06-2021-08-12;14716.00;22844.00;64.40;13544.00;24.00;0.20;13477.00;90.00;0.70;531.00;13287.00;96.20
84;2021-08-07-2021-08-13;14739.00;22927.00;64.30;13608.00;23.00;0.20;13539.00;87.00;0.60;508.00;13377.00;96.30
84;2021-08-08-2021-08-14;14767.00;23154.00;63.80;13624.00;22.00;0.20;13552.00;88.00;0.60;505.00;13397.00;96.40
84;2021-08-09-2021-08-15;14815.00;23236.00;63.80;13658.00;22.00;0.20;13594.00;81.00;0.60;508.00;13436.00;96.40
84;2021-08-10-2021-08-16;14659.00;23094.00;63.50;13523.00;21.00;0.20;13507.00;32.00;0.20;489.00;13327.00;96.50
84;2021-08-11-2021-08-17;14269.00;22720.00;62.80;13197.00;15.00;0.10;13187.00;17.00;0.10;472.00;13003.00;96.50
84;2021-08-12-2021-08-18;13698.00;22008.00;62.20;12681.00;17.00;0.10;12680.00;14.00;0.10;444.00;12518.00;96.60
84;2021-08-13-2021-08-19;13222.00;21341.00;62.00;12184.00;18.00;0.10;12183.00;15.00;0.10;436.00;12038.00;96.50
84;2021-08-14-2021-08-20;12934.00;20871.00;62.00;11868.00;22.00;0.20;11875.00;17.00;0.10;430.00;11745.00;96.50
84;2021-08-15-2021-08-21;12876.00;20567.00;62.60;11787.00;22.00;0.20;11798.00;15.00;0.10;437.00;11661.00;96.40
84;2021-08-16-2021-08-22;12803.00;20448.00;62.60;11722.00;23.00;0.20;11737.00;15.00;0.10;439.00;11591.00;96.40
84;2021-08-17-2021-08-23;12412.00;19838.00;62.60;11373.00;23.00;0.20;11383.00;20.00;0.20;418.00;11235.00;96.40
84;2021-08-18-2021-08-24;11969.00;19045.00;62.80;10922.00;24.00;0.20;10933.00;19.00;0.20;416.00;10783.00;96.30
84;2021-08-19-2021-08-25;11723.00;18582.00;63.10;10695.00;25.00;0.20;10696.00;23.00;0.20;429.00;10533.00;96.10
84;2021-08-20-2021-08-26;11458.00;18133.00;63.20;10485.00;28.00;0.30;10491.00;24.00;0.20;398.00;10337.00;96.30
84;2021-08-21-2021-08-27;11043.00;17467.00;63.20;10129.00;28.00;0.30;10129.00;23.00;0.20;392.00;9965.00;96.20
84;2021-08-22-2021-08-28;10791.00;17024.00;63.40;9909.00;29.00;0.30;9906.00;24.00;0.20;374.00;9753.00;96.30
84;2021-08-23-2021-08-29;10775.00;16938.00;63.60;9894.00;28.00;0.30;9887.00;25.00;0.30;372.00;9737.00;96.30
84;2021-08-24-2021-08-30;9968.00;15892.00;62.70;9080.00;26.00;0.30;9076.00;19.00;0.20;339.00;8938.00;96.30
84;2021-08-25-2021-08-31;9583.00;15312.00;62.60;8696.00;26.00;0.30;8697.00;16.00;0.20;297.00;8580.00;96.70
84;2021-08-26-2021-09-01;9173.00;14740.00;62.20;8293.00;23.00;0.30;8294.00;14.00;0.20;251.00;8207.00;97.00
84;2021-08-27-2021-09-02;8867.00;14259.00;62.20;7989.00;21.00;0.30;7981.00;12.00;0.20;245.00;7909.00;97.00
84;2021-08-28-2021-09-03;8475.00;13641.00;62.10;7620.00;14.00;0.20;7610.00;11.00;0.10;221.00;7547.00;97.20
84;2021-08-29-2021-09-04;8364.00;13390.00;62.50;7521.00;12.00;0.20;7510.00;13.00;0.20;201.00;7474.00;97.40
84;2021-08-30-2021-09-05;8337.00;13318.00;62.60;7484.00;12.00;0.20;7474.00;12.00;0.20;196.00;7441.00;97.40
84;2021-08-31-2021-09-06;7820.00;12534.00;62.40;7030.00;11.00;0.20;7020.00;12.00;0.20;173.00;7012.00;97.60
84;2021-09-01-2021-09-07;7304.00;11838.00;61.70;6600.00;8.00;0.10;6586.00;12.00;0.20;164.00;6580.00;97.60
84;2021-09-02-2021-09-08;6937.00;11212.00;61.90;6270.00;8.00;0.10;6263.00;8.00;0.10;165.00;6249.00;97.40
84;2021-09-03-2021-09-09;6538.00;10569.00;61.90;5927.00;9.00;0.20;5925.00;8.00;0.10;154.00;5903.00;97.50
84;2021-09-04-2021-09-10;6242.00;10129.00;61.60;5663.00;7.00;0.10;5660.00;8.00;0.10;144.00;5643.00;97.50
84;2021-09-05-2021-09-11;6026.00;9745.00;61.80;5468.00;7.00;0.10;5468.00;5.00;0.10;159.00;5423.00;97.20
84;2021-09-06-2021-09-12;5970.00;9628.00;62.00;5430.00;7.00;0.10;5429.00;5.00;0.10;158.00;5386.00;97.20
84;2021-09-07-2021-09-13;5434.00;8940.00;60.80;4931.00;7.00;0.10;4934.00;4.00;0.10;151.00;4884.00;97.00
84;2021-09-08-2021-09-14;5045.00;8371.00;60.30;4559.00;7.00;0.20;4559.00;4.00;0.10;145.00;4515.00;96.90
84;2021-09-09-2021-09-15;4756.00;7951.00;59.80;4277.00;5.00;0.10;4280.00;4.00;0.10;140.00;4236.00;96.80
84;2021-09-10-2021-09-16;4479.00;7522.00;59.50;4013.00;1.00;0.00;4014.00;4.00;0.10;136.00;3976.00;96.70
84;2021-09-11-2021-09-17;4292.00;7253.00;59.20;3812.00;2.00;0.10;3816.00;4.00;0.10;136.00;3785.00;96.50
84;2021-09-12-2021-09-18;4159.00;7035.00;59.10;3679.00;2.00;0.10;3682.00;4.00;0.10;123.00;3667.00;96.80
84;2021-09-13-2021-09-19;4134.00;6997.00;59.10;3653.00;2.00;0.10;3657.00;4.00;0.10;125.00;3640.00;96.70
84;2021-09-14-2021-09-20;3868.00;6483.00;59.70;3424.00;1.00;0.00;3426.00;3.00;0.10;132.00;3390.00;96.30
84;2021-09-15-2021-09-21;3721.00;6219.00;59.80;3297.00;1.00;0.00;3300.00;3.00;0.10;123.00;3262.00;96.40
84;2021-09-16-2021-09-22;3574.00;6001.00;59.60;3191.00;1.00;0.00;3187.00;4.00;0.10;117.00;3153.00;96.40
84;2021-09-17-2021-09-23;3506.00;5892.00;59.50;3149.00;1.00;0.00;3142.00;4.00;0.10;130.00;3086.00;96.00
84;2021-09-18-2021-09-24;3297.00;5564.00;59.30;3000.00;0.00;0.00;2987.00;5.00;0.20;121.00;2937.00;96.00
84;2021-09-19-2021-09-25;3246.00;5469.00;59.40;2955.00;0.00;0.00;2940.00;5.00;0.20;116.00;2895.00;96.10
84;2021-09-20-2021-09-26;3233.00;5433.00;59.50;2949.00;0.00;0.00;2933.00;5.00;0.20;115.00;2887.00;96.20
84;2021-09-21-2021-09-27;3158.00;5349.00;59.00;2870.00;0.00;0.00;2851.00;8.00;0.30;108.00;2816.00;96.30
84;2021-09-22-2021-09-28;3163.00;5375.00;58.80;2882.00;1.00;0.00;2865.00;8.00;0.30;111.00;2828.00;96.20
84;2021-09-23-2021-09-29;3046.00;5253.00;58.00;2776.00;1.00;0.00;2756.00;7.00;0.30;107.00;2721.00;96.20
84;2021-09-24-2021-09-30;2967.00;5167.00;57.40;2681.00;1.00;0.00;2662.00;6.00;0.20;85.00;2648.00;96.90
84;2021-09-25-2021-10-01;2871.00;5058.00;56.80;2579.00;1.00;0.00;2561.00;5.00;0.20;84.00;2543.00;96.80
84;2021-09-26-2021-10-02;2825.00;4971.00;56.80;2535.00;1.00;0.00;2519.00;5.00;0.20;85.00;2501.00;96.70
84;2021-09-27-2021-10-03;2817.00;4965.00;56.70;2520.00;1.00;0.00;2506.00;5.00;0.20;85.00;2489.00;96.70
84;2021-09-28-2021-10-04;2655.00;4661.00;57.00;2379.00;1.00;0.00;2366.00;4.00;0.20;83.00;2345.00;96.60
84;2021-09-29-2021-10-05;2518.00;4450.00;56.60;2247.00;0.00;0.00;2235.00;4.00;0.20;84.00;2210.00;96.30
84;2021-09-30-2021-10-06;2419.00;4258.00;56.80;2157.00;0.00;0.00;2150.00;4.00;0.20;86.00;2117.00;96.10
84;2021-10-01-2021-10-07;2318.00;4054.00;57.20;2082.00;0.00;0.00;2077.00;3.00;0.10;98.00;2029.00;95.40
84;2021-10-02-2021-10-08;2253.00;3943.00;57.10;2030.00;1.00;0.00;2027.00;2.00;0.10;94.00;1979.00;95.50
84;2021-10-03-2021-10-09;2245.00;3902.00;57.50;2029.00;1.00;0.00;2026.00;3.00;0.10;96.00;1971.00;95.40
84;2021-10-04-2021-10-10;2244.00;3904.00;57.50;2031.00;1.00;0.00;2028.00;3.00;0.10;95.00;1973.00;95.40
84;2021-10-05-2021-10-11;2216.00;3884.00;57.10;1989.00;1.00;0.10;1990.00;1.00;0.10;96.00;1937.00;95.30
84;2021-10-06-2021-10-12;2217.00;3865.00;57.40;1995.00;1.00;0.10;1996.00;1.00;0.10;105.00;1938.00;94.90
84;2021-10-07-2021-10-13;2278.00;3982.00;57.20;2046.00;1.00;0.00;2047.00;2.00;0.10;109.00;1995.00;94.80
84;2021-10-08-2021-10-14;2377.00;4245.00;56.00;2124.00;1.00;0.00;2126.00;2.00;0.10;100.00;2094.00;95.40
84;2021-10-09-2021-10-15;2379.00;4200.00;56.60;2124.00;0.00;0.00;2126.00;2.00;0.10;103.00;2093.00;95.30
84;2021-10-10-2021-10-16;2394.00;4219.00;56.70;2128.00;1.00;0.00;2131.00;1.00;0.00;102.00;2105.00;95.40
84;2021-10-11-2021-10-17;2390.00;4202.00;56.90;2127.00;1.00;0.00;2130.00;1.00;0.00;100.00;2105.00;95.50
84;2021-10-12-2021-10-18;2373.00;4236.00;56.00;2125.00;2.00;0.10;2126.00;3.00;0.10;96.00;2094.00;95.60
84;2021-10-13-2021-10-19;2455.00;4353.00;56.40;2195.00;2.00;0.10;2195.00;3.00;0.10;83.00;2174.00;96.30
84;2021-10-14-2021-10-20;2553.00;4461.00;57.20;2306.00;3.00;0.10;2307.00;2.00;0.10;85.00;2276.00;96.40
84;2021-10-15-2021-10-21;2626.00;4459.00;58.90;2370.00;4.00;0.20;2372.00;2.00;0.10;86.00;2336.00;96.40
84;2021-10-16-2021-10-22;2747.00;4681.00;58.70;2473.00;4.00;0.20;2474.00;2.00;0.10;79.00;2450.00;96.90
84;2021-10-17-2021-10-23;2811.00;4827.00;58.20;2546.00;3.00;0.10;2545.00;2.00;0.10;75.00;2522.00;97.10
84;2021-10-18-2021-10-24;2811.00;4829.00;58.20;2544.00;3.00;0.10;2542.00;2.00;0.10;80.00;2515.00;96.90
84;2021-10-19-2021-10-25;2960.00;4955.00;59.70;2662.00;3.00;0.10;2660.00;1.00;0.00;78.00;2648.00;97.10
84;2021-10-20-2021-10-26;2939.00;4915.00;59.80;2663.00;3.00;0.10;2661.00;1.00;0.00;88.00;2632.00;96.80
84;2021-10-21-2021-10-27;2979.00;4974.00;59.90;2694.00;2.00;0.10;2688.00;5.00;0.20;85.00;2664.00;96.90
84;2021-10-22-2021-10-28;2960.00;5002.00;59.20;2688.00;1.00;0.00;2681.00;5.00;0.20;95.00;2643.00;96.50
84;2021-10-23-2021-10-29;3082.00;5179.00;59.50;2813.00;3.00;0.10;2802.00;12.00;0.40;99.00;2763.00;96.50
84;2021-10-24-2021-10-30;3155.00;5305.00;59.50;2883.00;3.00;0.10;2871.00;12.00;0.40;100.00;2831.00;96.60
84;2021-10-25-2021-10-31;3175.00;5373.00;59.10;2906.00;3.00;0.10;2891.00;12.00;0.40;98.00;2856.00;96.70
84;2021-10-26-2021-11-01;2639.00;4637.00;56.90;2437.00;2.00;0.10;2424.00;12.00;0.50;88.00;2384.00;96.40
84;2021-10-27-2021-11-02;3207.00;5521.00;58.10;2974.00;3.00;0.10;2959.00;15.00;0.50;92.00;2929.00;97.00
84;2021-10-28-2021-11-03;3468.00;5895.00;58.80;3224.00;4.00;0.10;3204.00;15.00;0.50;93.00;3189.00;97.20
84;2021-10-29-2021-11-04;3705.00;6266.00;59.10;3450.00;4.00;0.10;3428.00;17.00;0.50;74.00;3437.00;97.90
84;2021-10-30-2021-11-05;3895.00;6688.00;58.20;3642.00;3.00;0.10;3624.00;13.00;0.40;84.00;3620.00;97.70
84;2021-10-31-2021-11-06;4034.00;7032.00;57.40;3771.00;3.00;0.10;3754.00;15.00;0.40;101.00;3736.00;97.40
84;2021-11-01-2021-11-07;4074.00;7109.00;57.30;3804.00;3.00;0.10;3790.00;15.00;0.40;107.00;3763.00;97.20
84;2021-11-02-2021-11-08;5293.00;9002.00;58.80;4933.00;4.00;0.10;4914.00;20.00;0.40;128.00;4895.00;97.50
84;2021-11-03-2021-11-09;5234.00;8941.00;58.50;4868.00;3.00;0.10;4849.00;20.00;0.40;118.00;4840.00;97.60
84;2021-11-04-2021-11-10;5557.00;9580.00;58.00;5162.00;8.00;0.20;5155.00;18.00;0.30;148.00;5112.00;97.20
84;2021-11-05-2021-11-11;4937.00;8683.00;56.90;4587.00;8.00;0.20;4581.00;17.00;0.40;149.00;4524.00;96.80
84;2021-11-06-2021-11-12;5844.00;10036.00;58.20;5440.00;7.00;0.10;5429.00;22.00;0.40;178.00;5362.00;96.80
84;2021-11-07-2021-11-13;6109.00;10497.00;58.20;5691.00;9.00;0.20;5682.00;22.00;0.40;189.00;5608.00;96.70
84;2021-11-08-2021-11-14;6145.00;10606.00;57.90;5732.00;9.00;0.20;5722.00;23.00;0.40;183.00;5656.00;96.90
84;2021-11-09-2021-11-15;7001.00;12099.00;57.90;6605.00;12.00;0.20;6595.00;26.00;0.40;218.00;6492.00;96.80
84;2021-11-10-2021-11-16;7935.00;13573.00;58.50;7493.00;14.00;0.20;7477.00;31.00;0.40;251.00;7360.00;96.70
84;2021-11-11-2021-11-17;8834.00;14958.00;59.10;8352.00;11.00;0.10;8323.00;41.00;0.50;247.00;8222.00;97.10
84;2021-11-12-2021-11-18;10947.00;18188.00;60.20;10317.00;11.00;0.10;10283.00;46.00;0.40;292.00;10168.00;97.20
84;2021-11-13-2021-11-19;11734.00;19447.00;60.30;11048.00;13.00;0.10;11010.00;49.00;0.40;325.00;10891.00;97.10
84;2021-11-14-2021-11-20;12406.00;20697.00;59.90;11697.00;11.00;0.10;11658.00;48.00;0.40;349.00;11511.00;97.10
84;2021-11-15-2021-11-21;12471.00;20869.00;59.80;11752.00;11.00;0.10;11715.00;47.00;0.40;358.00;11561.00;97.00
84;2021-11-16-2021-11-22;14211.00;23728.00;59.90;13378.00;10.00;0.10;13334.00;55.00;0.40;397.00;13178.00;97.10
84;2021-11-17-2021-11-23;15301.00;26263.00;58.30;14426.00;8.00;0.10;14371.00;71.00;0.50;443.00;14202.00;97.00
84;2021-11-18-2021-11-24;16826.00;29082.00;57.90;15870.00;5.00;0.00;15808.00;76.00;0.50;470.00;15649.00;97.10
84;2021-11-19-2021-11-25;18102.00;31962.00;56.60;17035.00;6.00;0.00;16972.00;80.00;0.50;527.00;16770.00;97.00
84;2021-11-20-2021-11-26;19261.00;34961.00;55.10;18110.00;7.00;0.00;18037.00;92.00;0.50;516.00;17892.00;97.20
84;2021-11-21-2021-11-27;19869.00;36925.00;53.80;18663.00;13.00;0.10;18581.00;104.00;0.60;484.00;18503.00;97.50
84;2021-11-22-2021-11-28;19964.00;37381.00;53.40;18756.00;13.00;0.10;18670.00;104.00;0.60;479.00;18602.00;97.50
84;2021-11-23-2021-11-29;21547.00;41813.00;51.50;20175.00;11.00;0.10;20081.00;106.00;0.50;452.00;20113.00;97.80
84;2021-11-24-2021-11-30;23100.00;45604.00;50.70;21529.00;12.00;0.10;21416.00;119.00;0.60;408.00;21539.00;98.10
84;2021-11-25-2021-12-01;23335.00;48863.00;47.80;21691.00;13.00;0.10;21572.00;123.00;0.60;410.00;21738.00;98.10
84;2021-11-26-2021-12-02;23984.00;52548.00;45.60;22331.00;13.00;0.10;22186.00;147.00;0.70;378.00;22455.00;98.30
84;2021-11-27-2021-12-03;24541.00;56072.00;43.80;22810.00;10.00;0.00;22655.00;156.00;0.70;377.00;22969.00;98.40
84;2021-11-28-2021-12-04;24536.00;57838.00;42.40;22758.00;4.00;0.00;22598.00;156.00;0.70;392.00;22905.00;98.30
84;2021-11-29-2021-12-05;24479.00;58099.00;42.10;22687.00;5.00;0.00;22531.00;156.00;0.70;395.00;22833.00;98.30
84;2021-11-30-2021-12-06;24318.00;61922.00;39.30;22401.00;5.00;0.00;22229.00;174.00;0.80;447.00;22500.00;98.10
84;2021-12-01-2021-12-07;23725.00;64291.00;36.90;21822.00;6.00;0.00;21670.00;156.00;0.70;489.00;21912.00;97.80
84;2021-12-02-2021-12-08;23552.00;65988.00;35.70;21567.00;6.00;0.00;21422.00;150.00;0.70;502.00;21651.00;97.70
84;2021-12-03-2021-12-09;23227.00;66592.00;34.90;21084.00;5.00;0.00;20960.00;130.00;0.60;500.00;21179.00;97.70
84;2021-12-04-2021-12-10;22515.00;66804.00;33.70;20288.00;7.00;0.00;20177.00;116.00;0.60;464.00;20419.00;97.80
84;2021-12-05-2021-12-11;22253.00;66885.00;33.30;20022.00;7.00;0.00;19915.00;113.00;0.60;453.00;20174.00;97.80
84;2021-12-06-2021-12-12;22206.00;66895.00;33.20;19989.00;6.00;0.00;19881.00;113.00;0.60;448.00;20142.00;97.80
84;2021-12-07-2021-12-13;21494.00;67848.00;31.70;19469.00;5.00;0.00;19370.00;102.00;0.50;436.00;19644.00;97.80
84;2021-12-08-2021-12-14;20862.00;68693.00;30.40;18863.00;7.00;0.00;18770.00;100.00;0.50;463.00;19024.00;97.60
84;2021-12-09-2021-12-15;20520.00;69481.00;29.50;18560.00;6.00;0.00;18461.00;104.00;0.60;622.00;18569.00;96.80
84;2021-12-10-2021-12-16;20108.00;70671.00;28.50;18255.00;6.00;0.00;18144.00;112.00;0.60;858.00;18017.00;95.50
84;2021-12-11-2021-12-17;19649.00;71976.00;27.30;17900.00;5.00;0.00;17785.00;112.00;0.60;1109.00;17365.00;94.00
84;2021-12-12-2021-12-18;18630.00;72823.00;25.60;17001.00;5.00;0.00;16893.00;104.00;0.60;1180.00;16347.00;93.30
84;2021-12-13-2021-12-19;18532.00;73388.00;25.30;16915.00;5.00;0.00;16803.00;105.00;0.60;1193.00;16243.00;93.20
84;2021-12-14-2021-12-20;14697.00;75777.00;19.40;13360.00;5.00;0.00;13270.00;79.00;0.60;1194.00;12554.00;91.30
84;2021-12-15-2021-12-21;11515.00;79547.00;14.50;10481.00;1.00;0.00;10400.00;62.00;0.60;1103.00;9646.00;89.70
84;2021-12-16-2021-12-22;8427.00;85629.00;9.80;7700.00;1.00;0.00;7637.00;43.00;0.60;882.00;6980.00;88.80
84;2021-12-17-2021-12-23;5045.00;93105.00;5.40;4643.00;1.00;0.00;4599.00;22.00;0.50;578.00;4144.00;87.80
84;2021-12-18-2021-12-24;2041.00;98023.00;2.10;1938.00;0.00;0.00;1907.00;4.00;0.20;292.00;1649.00;85.00
