reg;semaine;nb_crib;nb_pos;tx_crib;nb_A0;nb_A1;tx_A1;nb_B0;nb_B1;tx_B1;nb_C0;nb_C1;tx_C1
44;2021-12-20-2021-12-26;1124.00;39584.00;2.80;957.00;0.00;0.00;948.00;9.00;0.90;186.00;775.00;80.60
44;2021-12-21-2021-12-27;331.00;50363.00;0.70;297.00;1.00;0.30;292.00;2.00;0.70;76.00;226.00;74.80
44;2021-12-22-2021-12-28;210.00;60968.00;0.30;197.00;1.00;0.50;191.00;2.00;1.00;55.00;148.00;72.90
44;2021-12-23-2021-12-29;180.00;72014.00;0.20;167.00;1.00;0.60;163.00;0.00;0.00;49.00;124.00;71.70
44;2021-12-24-2021-12-30;140.00;83470.00;0.20;129.00;1.00;0.80;123.00;1.00;0.80;41.00;93.00;69.40
44;2021-12-25-2021-12-31;125.00;92700.00;0.10;117.00;1.00;0.80;111.00;1.00;0.90;39.00;82.00;67.80
44;2021-12-26-2022-01-01;124.00;93342.00;0.10;115.00;1.00;0.90;109.00;1.00;0.90;39.00;80.00;67.20
44;2021-12-27-2022-01-02;116.00;95698.00;0.10;108.00;1.00;0.90;102.00;1.00;1.00;37.00;74.00;66.70
44;2021-12-28-2022-01-03;67.00;114801.00;0.10;64.00;0.00;0.00;61.00;1.00;1.60;26.00;39.00;60.00
76;2021-05-31-2021-06-06;827.00;4881.00;16.90;591.00;71.00;10.70;64.00;0.00;0.00;67.00;2.00;2.90
76;2021-06-01-2021-06-07;931.00;4470.00;20.80;577.00;157.00;21.40;88.00;0.00;0.00;92.00;3.00;3.20
76;2021-06-02-2021-06-08;972.00;4031.00;24.10;544.00;212.00;28.00;100.00;1.00;1.00;104.00;5.00;4.60
76;2021-06-03-2021-06-09;969.00;3552.00;27.30;486.00;248.00;33.80;108.00;1.00;0.90;112.00;7.00;5.90
76;2021-06-04-2021-06-10;928.00;3217.00;28.80;458.00;243.00;34.70;158.00;1.00;0.60;161.00;8.00;4.70
76;2021-06-05-2021-06-11;964.00;2952.00;32.70;469.00;251.00;34.90;214.00;1.00;0.50;220.00;8.00;3.50
76;2021-06-06-2021-06-12;970.00;2778.00;34.90;484.00;240.00;33.10;268.00;1.00;0.40;273.00;9.00;3.20
76;2021-06-07-2021-06-13;964.00;2743.00;35.10;479.00;235.00;32.90;283.00;1.00;0.40;285.00;12.00;4.00
76;2021-06-08-2021-06-14;959.00;2399.00;40.00;564.00;157.00;21.80;455.00;3.00;0.70;454.00;18.00;3.80
76;2021-06-09-2021-06-15;986.00;2236.00;44.10;642.00;121.00;15.90;605.00;4.00;0.70;596.00;20.00;3.20
76;2021-06-10-2021-06-16;1002.00;2083.00;48.10;705.00;92.00;11.50;719.00;9.00;1.20;705.00;26.00;3.60
76;2021-06-11-2021-06-17;1090.00;1952.00;55.80;774.00;106.00;12.00;823.00;11.00;1.30;806.00;31.00;3.70
76;2021-06-12-2021-06-18;1149.00;1835.00;62.60;826.00;106.00;11.40;906.00;13.00;1.40;874.00;46.00;5.00
76;2021-06-13-2021-06-19;1154.00;1802.00;64.00;828.00;97.00;10.50;907.00;13.00;1.40;873.00;49.00;5.30
76;2021-06-14-2021-06-20;1147.00;1792.00;64.00;826.00;97.00;10.50;905.00;13.00;1.40;872.00;48.00;5.20
76;2021-06-15-2021-06-21;1036.00;1641.00;63.10;739.00;91.00;11.00;816.00;14.00;1.70;766.00;63.00;7.60
76;2021-06-16-2021-06-22;941.00;1514.00;62.20;666.00;79.00;10.60;731.00;14.00;1.90;679.00;71.00;9.50
76;2021-06-17-2021-06-23;875.00;1425.00;61.40;604.00;72.00;10.70;667.00;9.00;1.30;615.00;69.00;10.10
76;2021-06-18-2021-06-24;833.00;1364.00;61.10;580.00;63.00;9.80;628.00;15.00;2.30;564.00;87.00;13.40
76;2021-06-19-2021-06-25;758.00;1260.00;60.20;526.00;56.00;9.60;567.00;16.00;2.70;505.00;89.00;15.00
76;2021-06-20-2021-06-26;738.00;1201.00;61.40;509.00;55.00;9.80;547.00;18.00;3.20;485.00;90.00;15.70
76;2021-06-21-2021-06-27;736.00;1196.00;61.50;512.00;55.00;9.70;550.00;18.00;3.20;487.00;90.00;15.60
76;2021-06-22-2021-06-28;743.00;1210.00;61.40;525.00;58.00;9.90;567.00;17.00;2.90;497.00;98.00;16.50
76;2021-06-23-2021-06-29;777.00;1264.00;61.50;562.00;52.00;8.50;596.00;19.00;3.10;510.00;117.00;18.70
76;2021-06-24-2021-06-30;876.00;1378.00;63.60;646.00;55.00;7.80;683.00;19.00;2.70;540.00;173.00;24.30
76;2021-06-25-2021-07-01;883.00;1444.00;61.10;658.00;59.00;8.20;706.00;13.00;1.80;512.00;218.00;29.90
76;2021-06-26-2021-07-02;948.00;1568.00;60.50;722.00;59.00;7.60;772.00;10.00;1.30;513.00;276.00;35.00
76;2021-06-27-2021-07-03;1000.00;1702.00;58.80;783.00;60.00;7.10;832.00;12.00;1.40;519.00;335.00;39.20
76;2021-06-28-2021-07-04;1029.00;1741.00;59.10;798.00;62.00;7.20;847.00;12.00;1.40;526.00;346.00;39.70
76;2021-06-29-2021-07-05;1231.00;2070.00;59.50;988.00;64.00;6.10;1017.00;32.00;3.10;551.00;518.00;48.50
76;2021-06-30-2021-07-06;1414.00;2390.00;59.20;1167.00;65.00;5.30;1194.00;34.00;2.80;557.00;692.00;55.40
76;2021-07-01-2021-07-07;1646.00;2852.00;57.70;1387.00;80.00;5.50;1423.00;37.00;2.50;585.00;897.00;60.50
76;2021-07-02-2021-07-08;1946.00;3366.00;57.80;1666.00;84.00;4.80;1707.00;35.00;2.00;645.00;1118.00;63.40
76;2021-07-03-2021-07-09;2319.00;3961.00;58.50;2005.00;87.00;4.20;2039.00;42.00;2.00;697.00;1407.00;66.90
76;2021-07-04-2021-07-10;2527.00;4372.00;57.80;2173.00;96.00;4.20;2212.00;44.00;2.00;730.00;1548.00;68.00
76;2021-07-05-2021-07-11;2565.00;4456.00;57.60;2215.00;95.00;4.10;2255.00;44.00;1.90;729.00;1591.00;68.60
76;2021-07-06-2021-07-12;3219.00;5501.00;58.50;2818.00;106.00;3.60;2854.00;59.00;2.00;790.00;2138.00;73.00
76;2021-07-07-2021-07-13;3959.00;6637.00;59.70;3431.00;135.00;3.80;3460.00;96.00;2.70;901.00;2668.00;74.80
76;2021-07-08-2021-07-14;3754.00;6323.00;59.40;3258.00;122.00;3.60;3277.00;94.00;2.80;815.00;2568.00;75.90
76;2021-07-09-2021-07-15;4984.00;8307.00;60.00;4332.00;156.00;3.50;4348.00;131.00;2.90;935.00;3557.00;79.20
76;2021-07-10-2021-07-16;5964.00;9884.00;60.30;5217.00;174.00;3.20;5159.00;226.00;4.20;989.00;4402.00;81.70
76;2021-07-11-2021-07-17;6563.00;11083.00;59.20;5810.00;175.00;2.90;5681.00;300.00;5.00;1002.00;4979.00;83.20
76;2021-07-12-2021-07-18;6759.00;11447.00;59.00;5992.00;182.00;2.90;5851.00;319.00;5.20;1022.00;5147.00;83.40
76;2021-07-13-2021-07-19;8792.00;14720.00;59.70;7855.00;218.00;2.70;7413.00;658.00;8.20;1209.00;6860.00;85.00
76;2021-07-14-2021-07-20;10355.00;17475.00;59.30;9347.00;226.00;2.40;8806.00;767.00;8.00;1343.00;8227.00;86.00
76;2021-07-15-2021-07-21;12954.00;21750.00;59.60;11689.00;253.00;2.10;10934.00;1009.00;8.40;1556.00;10389.00;87.00
76;2021-07-16-2021-07-22;14189.00;23270.00;61.00;12804.00;237.00;1.80;11866.00;1174.00;9.00;1548.00;11501.00;88.10
76;2021-07-17-2021-07-23;15487.00;25482.00;60.80;14028.00;247.00;1.70;13014.00;1259.00;8.80;1663.00;12625.00;88.40
76;2021-07-18-2021-07-24;16112.00;26933.00;59.80;14594.00;246.00;1.70;13619.00;1219.00;8.20;1725.00;13133.00;88.40
76;2021-07-19-2021-07-25;16227.00;27217.00;59.60;14703.00;242.00;1.60;13729.00;1214.00;8.10;1704.00;13259.00;88.60
76;2021-07-20-2021-07-26;17634.00;29681.00;59.40;15751.00;211.00;1.30;14835.00;1124.00;7.00;1654.00;14325.00;89.60
76;2021-07-21-2021-07-27;18534.00;30969.00;59.80;16575.00;192.00;1.10;15533.00;1229.00;7.30;1657.00;15124.00;90.10
76;2021-07-22-2021-07-28;18984.00;31598.00;60.10;16959.00;183.00;1.10;16007.00;1131.00;6.60;1747.00;15411.00;89.80
76;2021-07-23-2021-07-29;19119.00;32517.00;58.80;17067.00;166.00;1.00;16219.00;1011.00;5.90;1782.00;15457.00;89.70
76;2021-07-24-2021-07-30;19333.00;33095.00;58.40;17158.00;142.00;0.80;16301.00;996.00;5.80;1787.00;15518.00;89.70
76;2021-07-25-2021-07-31;19200.00;32858.00;58.40;17013.00;133.00;0.80;16134.00;1007.00;5.90;1751.00;15400.00;89.80
76;2021-07-26-2021-08-01;19185.00;32808.00;58.50;16990.00;128.00;0.70;16109.00;1004.00;5.90;1757.00;15366.00;89.70
76;2021-07-27-2021-08-02;19054.00;32623.00;58.40;17069.00;106.00;0.60;16108.00;1063.00;6.20;1776.00;15410.00;89.70
76;2021-07-28-2021-08-03;18763.00;32319.00;58.10;16769.00;94.00;0.60;15817.00;1042.00;6.20;1739.00;15141.00;89.70
76;2021-07-29-2021-08-04;18862.00;32554.00;57.90;16815.00;77.00;0.50;15850.00;1037.00;6.10;1703.00;15200.00;89.90
76;2021-07-30-2021-08-05;18868.00;32522.00;58.00;16886.00;69.00;0.40;15987.00;964.00;5.70;1684.00;15292.00;90.10
76;2021-07-31-2021-08-06;19017.00;32588.00;58.40;17034.00;62.00;0.40;16293.00;799.00;4.70;1613.00;15506.00;90.60
76;2021-08-01-2021-08-07;19031.00;32557.00;58.50;17055.00;58.00;0.30;16362.00;749.00;4.40;1610.00;15527.00;90.60
76;2021-08-02-2021-08-08;19015.00;32548.00;58.40;17036.00;60.00;0.40;16355.00;738.00;4.30;1610.00;15511.00;90.60
76;2021-08-03-2021-08-09;18972.00;32359.00;58.60;17059.00;61.00;0.40;16713.00;404.00;2.40;1628.00;15510.00;90.50
76;2021-08-04-2021-08-10;19156.00;32353.00;59.20;17261.00;53.00;0.30;17141.00;171.00;1.00;1605.00;15723.00;90.70
76;2021-08-05-2021-08-11;18698.00;31830.00;58.70;16907.00;46.00;0.30;16886.00;63.00;0.40;1522.00;15443.00;91.00
76;2021-08-06-2021-08-12;18725.00;31716.00;59.00;16899.00;41.00;0.20;16872.00;63.00;0.40;1501.00;15448.00;91.10
76;2021-08-07-2021-08-13;18437.00;31091.00;59.30;16703.00;39.00;0.20;16667.00;71.00;0.40;1515.00;15234.00;91.00
76;2021-08-08-2021-08-14;18416.00;31067.00;59.30;16662.00;39.00;0.20;16624.00;73.00;0.40;1505.00;15203.00;91.00
76;2021-08-09-2021-08-15;18423.00;31101.00;59.20;16663.00;37.00;0.20;16624.00;73.00;0.40;1496.00;15210.00;91.00
76;2021-08-10-2021-08-16;17888.00;30231.00;59.20;16103.00;35.00;0.20;16069.00;66.00;0.40;1409.00;14736.00;91.30
76;2021-08-11-2021-08-17;17174.00;29337.00;58.50;15427.00;29.00;0.20;15383.00;68.00;0.40;1341.00;14121.00;91.30
76;2021-08-12-2021-08-18;16772.00;28468.00;58.90;15083.00;25.00;0.20;15051.00;55.00;0.40;1337.00;13778.00;91.20
76;2021-08-13-2021-08-19;15967.00;27204.00;58.70;14410.00;22.00;0.20;14381.00;50.00;0.30;1304.00;13132.00;91.00
76;2021-08-14-2021-08-20;15459.00;26413.00;58.50;13948.00;15.00;0.10;13926.00;36.00;0.30;1261.00;12706.00;91.00
76;2021-08-15-2021-08-21;15071.00;25598.00;58.90;13600.00;19.00;0.10;13583.00;35.00;0.30;1225.00;12396.00;91.00
76;2021-08-16-2021-08-22;14983.00;25452.00;58.90;13533.00;20.00;0.10;13516.00;36.00;0.30;1229.00;12326.00;90.90
76;2021-08-17-2021-08-23;14114.00;24135.00;58.50;12783.00;17.00;0.10;12764.00;34.00;0.30;1195.00;11609.00;90.70
76;2021-08-18-2021-08-24;13589.00;23129.00;58.80;12343.00;18.00;0.10;12324.00;36.00;0.30;1205.00;11162.00;90.30
76;2021-08-19-2021-08-25;12837.00;21851.00;58.70;11645.00;16.00;0.10;11640.00;20.00;0.20;1154.00;10512.00;90.10
76;2021-08-20-2021-08-26;12140.00;20756.00;58.50;10993.00;14.00;0.10;10989.00;18.00;0.20;1120.00;9894.00;89.80
76;2021-08-21-2021-08-27;11344.00;19464.00;58.30;10279.00;15.00;0.10;10275.00;19.00;0.20;1109.00;9194.00;89.20
76;2021-08-22-2021-08-28;11099.00;18885.00;58.80;10075.00;11.00;0.10;10069.00;17.00;0.20;1123.00;8973.00;88.90
76;2021-08-23-2021-08-29;11028.00;18695.00;59.00;10007.00;10.00;0.10;9999.00;18.00;0.20;1116.00;8911.00;88.90
76;2021-08-24-2021-08-30;10239.00;17184.00;59.60;9284.00;6.00;0.10;9273.00;18.00;0.20;1056.00;8240.00;88.60
76;2021-08-25-2021-08-31;9524.00;15967.00;59.60;8614.00;5.00;0.10;8606.00;11.00;0.10;970.00;7654.00;88.80
76;2021-08-26-2021-09-01;9083.00;15327.00;59.30;8210.00;7.00;0.10;8204.00;10.00;0.10;938.00;7286.00;88.60
76;2021-08-27-2021-09-02;8648.00;14489.00;59.70;7811.00;8.00;0.10;7807.00;8.00;0.10;888.00;6936.00;88.70
76;2021-08-28-2021-09-03;8106.00;13662.00;59.30;7286.00;9.00;0.10;7282.00;7.00;0.10;773.00;6524.00;89.40
76;2021-08-29-2021-09-04;7886.00;13169.00;59.90;7081.00;10.00;0.10;7076.00;8.00;0.10;748.00;6345.00;89.50
76;2021-08-30-2021-09-05;7803.00;13013.00;60.00;7010.00;10.00;0.10;7005.00;7.00;0.10;740.00;6282.00;89.50
76;2021-08-31-2021-09-06;7059.00;11972.00;59.00;6328.00;8.00;0.10;6321.00;6.00;0.10;667.00;5672.00;89.50
76;2021-09-01-2021-09-07;6654.00;11323.00;58.80;5933.00;8.00;0.10;5926.00;8.00;0.10;625.00;5318.00;89.50
76;2021-09-02-2021-09-08;6128.00;10402.00;58.90;5468.00;6.00;0.10;5460.00;8.00;0.10;548.00;4927.00;90.00
76;2021-09-03-2021-09-09;5710.00;9763.00;58.50;5058.00;5.00;0.10;5046.00;11.00;0.20;475.00;4589.00;90.60
76;2021-09-04-2021-09-10;5368.00;9153.00;58.60;4746.00;7.00;0.10;4737.00;10.00;0.20;451.00;4304.00;90.50
76;2021-09-05-2021-09-11;5213.00;8786.00;59.30;4596.00;6.00;0.10;4587.00;9.00;0.20;434.00;4169.00;90.60
76;2021-09-06-2021-09-12;5201.00;8733.00;59.60;4560.00;6.00;0.10;4553.00;8.00;0.20;433.00;4134.00;90.50
76;2021-09-07-2021-09-13;4708.00;7906.00;59.50;4128.00;6.00;0.10;4120.00;8.00;0.20;387.00;3747.00;90.60
76;2021-09-08-2021-09-14;4155.00;7138.00;58.20;3651.00;5.00;0.10;3642.00;7.00;0.20;358.00;3298.00;90.20
76;2021-09-09-2021-09-15;3855.00;6726.00;57.30;3397.00;6.00;0.20;3391.00;5.00;0.10;348.00;3056.00;89.80
76;2021-09-10-2021-09-16;3569.00;6310.00;56.60;3179.00;7.00;0.20;3176.00;2.00;0.10;348.00;2839.00;89.10
76;2021-09-11-2021-09-17;3325.00;5920.00;56.20;2976.00;3.00;0.10;2971.00;2.00;0.10;335.00;2645.00;88.80
76;2021-09-12-2021-09-18;3144.00;5638.00;55.80;2826.00;2.00;0.10;2821.00;2.00;0.10;326.00;2503.00;88.50
76;2021-09-13-2021-09-19;3074.00;5508.00;55.80;2780.00;2.00;0.10;2775.00;2.00;0.10;324.00;2459.00;88.40
76;2021-09-14-2021-09-20;2759.00;5023.00;54.90;2462.00;2.00;0.10;2459.00;1.00;0.00;291.00;2175.00;88.20
76;2021-09-15-2021-09-21;2655.00;4863.00;54.60;2363.00;2.00;0.10;2363.00;0.00;0.00;275.00;2092.00;88.40
76;2021-09-16-2021-09-22;2539.00;4623.00;54.90;2257.00;2.00;0.10;2254.00;2.00;0.10;262.00;1998.00;88.40
76;2021-09-17-2021-09-23;2441.00;4481.00;54.50;2149.00;1.00;0.00;2145.00;3.00;0.10;236.00;1915.00;89.00
76;2021-09-18-2021-09-24;2278.00;4297.00;53.00;2010.00;1.00;0.00;2005.00;4.00;0.20;210.00;1802.00;89.60
76;2021-09-19-2021-09-25;2255.00;4278.00;52.70;1981.00;1.00;0.10;1975.00;5.00;0.30;207.00;1777.00;89.60
76;2021-09-20-2021-09-26;2265.00;4295.00;52.70;1990.00;1.00;0.10;1984.00;5.00;0.30;207.00;1786.00;89.60
76;2021-09-21-2021-09-27;2245.00;4275.00;52.50;2002.00;1.00;0.00;1993.00;8.00;0.40;225.00;1778.00;88.80
76;2021-09-22-2021-09-28;2171.00;4132.00;52.50;1946.00;1.00;0.10;1936.00;9.00;0.50;207.00;1740.00;89.40
76;2021-09-23-2021-09-29;2087.00;3964.00;52.60;1869.00;0.00;0.00;1861.00;7.00;0.40;195.00;1675.00;89.60
76;2021-09-24-2021-09-30;2008.00;3784.00;53.10;1809.00;3.00;0.20;1802.00;8.00;0.40;216.00;1597.00;88.10
76;2021-09-25-2021-10-01;1918.00;3602.00;53.20;1726.00;3.00;0.20;1719.00;8.00;0.50;215.00;1515.00;87.60
76;2021-09-26-2021-10-02;1846.00;3430.00;53.80;1663.00;3.00;0.20;1657.00;7.00;0.40;211.00;1455.00;87.30
76;2021-09-27-2021-10-03;1823.00;3392.00;53.70;1642.00;3.00;0.20;1634.00;7.00;0.40;210.00;1435.00;87.20
76;2021-09-28-2021-10-04;1614.00;3039.00;53.10;1458.00;3.00;0.20;1448.00;10.00;0.70;188.00;1274.00;87.10
76;2021-09-29-2021-10-05;1523.00;2871.00;53.00;1373.00;3.00;0.20;1362.00;11.00;0.80;191.00;1187.00;86.10
76;2021-09-30-2021-10-06;1459.00;2773.00;52.60;1310.00;3.00;0.20;1295.00;13.00;1.00;197.00;1117.00;85.00
76;2021-10-01-2021-10-07;1424.00;2713.00;52.50;1276.00;0.00;0.00;1261.00;11.00;0.90;166.00;1111.00;87.00
76;2021-10-02-2021-10-08;1432.00;2703.00;53.00;1281.00;0.00;0.00;1265.00;11.00;0.90;161.00;1122.00;87.50
76;2021-10-03-2021-10-09;1421.00;2711.00;52.40;1273.00;0.00;0.00;1257.00;11.00;0.90;153.00;1122.00;88.00
76;2021-10-04-2021-10-10;1404.00;2677.00;52.40;1262.00;0.00;0.00;1248.00;11.00;0.90;154.00;1110.00;87.80
76;2021-10-05-2021-10-11;1447.00;2716.00;53.30;1286.00;0.00;0.00;1278.00;5.00;0.40;140.00;1148.00;89.10
76;2021-10-06-2021-10-12;1489.00;2811.00;53.00;1325.00;0.00;0.00;1316.00;5.00;0.40;128.00;1198.00;90.30
76;2021-10-07-2021-10-13;1533.00;2866.00;53.50;1372.00;2.00;0.10;1369.00;3.00;0.20;119.00;1256.00;91.30
76;2021-10-08-2021-10-14;1567.00;3016.00;52.00;1414.00;3.00;0.20;1409.00;3.00;0.20;122.00;1296.00;91.40
76;2021-10-09-2021-10-15;1564.00;2960.00;52.80;1422.00;3.00;0.20;1419.00;2.00;0.10;118.00;1308.00;91.70
76;2021-10-10-2021-10-16;1560.00;2902.00;53.80;1414.00;3.00;0.20;1411.00;2.00;0.10;110.00;1309.00;92.20
76;2021-10-11-2021-10-17;1574.00;2914.00;54.00;1425.00;3.00;0.20;1422.00;2.00;0.10;110.00;1320.00;92.30
76;2021-10-12-2021-10-18;1581.00;2920.00;54.10;1448.00;5.00;0.30;1445.00;3.00;0.20;114.00;1342.00;92.20
76;2021-10-13-2021-10-19;1599.00;2943.00;54.30;1475.00;5.00;0.30;1473.00;2.00;0.10;116.00;1366.00;92.20
76;2021-10-14-2021-10-20;1638.00;3049.00;53.70;1510.00;6.00;0.40;1508.00;3.00;0.20;119.00;1399.00;92.20
76;2021-10-15-2021-10-21;1690.00;3046.00;55.50;1553.00;5.00;0.30;1551.00;5.00;0.30;132.00;1429.00;91.50
76;2021-10-16-2021-10-22;1783.00;3298.00;54.10;1643.00;6.00;0.40;1640.00;6.00;0.40;141.00;1510.00;91.50
76;2021-10-17-2021-10-23;1875.00;3463.00;54.10;1728.00;6.00;0.30;1722.00;8.00;0.50;147.00;1588.00;91.50
76;2021-10-18-2021-10-24;1882.00;3495.00;53.80;1737.00;6.00;0.30;1729.00;9.00;0.50;148.00;1596.00;91.50
76;2021-10-19-2021-10-25;1932.00;3573.00;54.10;1775.00;4.00;0.20;1767.00;8.00;0.50;146.00;1633.00;91.80
76;2021-10-20-2021-10-26;1984.00;3630.00;54.70;1821.00;4.00;0.20;1811.00;10.00;0.50;153.00;1673.00;91.60
76;2021-10-21-2021-10-27;2012.00;3678.00;54.70;1844.00;1.00;0.10;1831.00;10.00;0.50;154.00;1692.00;91.70
76;2021-10-22-2021-10-28;2026.00;3763.00;53.80;1865.00;1.00;0.10;1853.00;9.00;0.50;149.00;1717.00;92.00
76;2021-10-23-2021-10-29;2073.00;3853.00;53.80;1911.00;0.00;0.00;1898.00;10.00;0.50;148.00;1762.00;92.30
76;2021-10-24-2021-10-30;2108.00;3977.00;53.00;1948.00;2.00;0.10;1940.00;8.00;0.40;157.00;1792.00;91.90
76;2021-10-25-2021-10-31;2116.00;3985.00;53.10;1955.00;2.00;0.10;1949.00;7.00;0.40;156.00;1800.00;92.00
76;2021-10-26-2021-11-01;1763.00;3405.00;51.80;1630.00;2.00;0.10;1622.00;7.00;0.40;129.00;1503.00;92.10
76;2021-10-27-2021-11-02;2075.00;3988.00;52.00;1919.00;2.00;0.10;1911.00;8.00;0.40;129.00;1792.00;93.30
76;2021-10-28-2021-11-03;2256.00;4212.00;53.60;2096.00;4.00;0.20;2086.00;12.00;0.60;128.00;1973.00;93.90
76;2021-10-29-2021-11-04;2449.00;4467.00;54.80;2282.00;5.00;0.20;2271.00;13.00;0.60;131.00;2157.00;94.30
76;2021-10-30-2021-11-05;2624.00;4715.00;55.70;2444.00;5.00;0.20;2431.00;15.00;0.60;135.00;2317.00;94.50
76;2021-10-31-2021-11-06;2719.00;4885.00;55.70;2542.00;3.00;0.10;2519.00;23.00;0.90;145.00;2403.00;94.30
76;2021-11-01-2021-11-07;2736.00;4906.00;55.80;2562.00;3.00;0.10;2538.00;23.00;0.90;145.00;2424.00;94.40
76;2021-11-02-2021-11-08;3523.00;6209.00;56.70;3310.00;5.00;0.20;3282.00;31.00;0.90;173.00;3145.00;94.80
76;2021-11-03-2021-11-09;3536.00;6206.00;57.00;3324.00;8.00;0.20;3303.00;27.00;0.80;172.00;3163.00;94.80
76;2021-11-04-2021-11-10;3750.00;6610.00;56.70;3487.00;21.00;0.60;3479.00;27.00;0.80;206.00;3304.00;94.10
76;2021-11-05-2021-11-11;3322.00;5908.00;56.20;3078.00;20.00;0.60;3072.00;25.00;0.80;178.00;2923.00;94.30
76;2021-11-06-2021-11-12;3833.00;6825.00;56.20;3566.00;22.00;0.60;3559.00;28.00;0.80;199.00;3391.00;94.50
76;2021-11-07-2021-11-13;3954.00;7095.00;55.70;3673.00;22.00;0.60;3668.00;24.00;0.70;197.00;3500.00;94.70
76;2021-11-08-2021-11-14;3968.00;7149.00;55.50;3679.00;22.00;0.60;3673.00;25.00;0.70;198.00;3504.00;94.70
76;2021-11-09-2021-11-15;4521.00;8283.00;54.60;4182.00;21.00;0.50;4172.00;27.00;0.60;259.00;3946.00;93.80
76;2021-11-10-2021-11-16;5048.00;9222.00;54.70;4681.00;18.00;0.40;4655.00;40.00;0.90;308.00;4391.00;93.40
76;2021-11-11-2021-11-17;5525.00;10131.00;54.50;5176.00;3.00;0.10;5132.00;43.00;0.80;322.00;4858.00;93.80
76;2021-11-12-2021-11-18;6654.00;12132.00;54.80;6233.00;3.00;0.00;6175.00;58.00;0.90;390.00;5849.00;93.70
76;2021-11-13-2021-11-19;6952.00;12744.00;54.60;6503.00;2.00;0.00;6439.00;62.00;1.00;436.00;6072.00;93.30
76;2021-11-14-2021-11-20;7305.00;13572.00;53.80;6823.00;2.00;0.00;6759.00;64.00;0.90;455.00;6376.00;93.30
76;2021-11-15-2021-11-21;7392.00;13781.00;53.60;6904.00;2.00;0.00;6840.00;65.00;0.90;470.00;6442.00;93.20
76;2021-11-16-2021-11-22;8182.00;15474.00;52.90;7683.00;2.00;0.00;7617.00;67.00;0.90;505.00;7186.00;93.40
76;2021-11-17-2021-11-23;8954.00;16913.00;52.90;8427.00;2.00;0.00;8362.00;65.00;0.80;599.00;7837.00;92.90
76;2021-11-18-2021-11-24;9742.00;18472.00;52.70;9179.00;2.00;0.00;9106.00;71.00;0.80;679.00;8509.00;92.60
76;2021-11-19-2021-11-25;10795.00;20475.00;52.70;10162.00;3.00;0.00;10082.00;76.00;0.70;753.00;9417.00;92.60
76;2021-11-20-2021-11-26;11719.00;22418.00;52.30;11020.00;3.00;0.00;10933.00;83.00;0.80;828.00;10199.00;92.50
76;2021-11-21-2021-11-27;12129.00;23537.00;51.50;11429.00;5.00;0.00;11332.00;95.00;0.80;857.00;10578.00;92.50
76;2021-11-22-2021-11-28;12233.00;23782.00;51.40;11535.00;5.00;0.00;11437.00;96.00;0.80;843.00;10698.00;92.70
76;2021-11-23-2021-11-29;13629.00;26801.00;50.90;12787.00;7.00;0.10;12678.00;110.00;0.90;993.00;11796.00;92.20
76;2021-11-24-2021-11-30;14336.00;28944.00;49.50;13437.00;9.00;0.10;13326.00;115.00;0.90;1026.00;12407.00;92.40
76;2021-11-25-2021-12-01;14921.00;30991.00;48.10;13977.00;13.00;0.10;13870.00;117.00;0.80;1038.00;12891.00;92.50
76;2021-11-26-2021-12-02;15555.00;32979.00;47.20;14020.00;14.00;0.10;13924.00;109.00;0.80;942.00;13015.00;93.30
76;2021-11-27-2021-12-03;15919.00;35088.00;45.40;14124.00;14.00;0.10;14031.00;107.00;0.80;820.00;13229.00;94.20
76;2021-11-28-2021-12-04;15941.00;36184.00;44.10;14035.00;13.00;0.10;13950.00;98.00;0.70;774.00;13175.00;94.50
76;2021-11-29-2021-12-05;15844.00;36437.00;43.50;13916.00;15.00;0.10;13836.00;95.00;0.70;772.00;13060.00;94.40
76;2021-11-30-2021-12-06;16105.00;38682.00;41.60;13845.00;14.00;0.10;13757.00;102.00;0.70;561.00;13156.00;95.90
76;2021-12-01-2021-12-07;16496.00;40366.00;40.90;13793.00;14.00;0.10;13705.00;102.00;0.70;422.00;13242.00;96.90
76;2021-12-02-2021-12-08;16930.00;41899.00;40.40;13882.00;11.00;0.10;13789.00;104.00;0.70;301.00;13471.00;97.80
76;2021-12-03-2021-12-09;16764.00;42765.00;39.20;13979.00;9.00;0.10;13875.00;113.00;0.80;304.00;13570.00;97.80
76;2021-12-04-2021-12-10;16888.00;43191.00;39.10;14000.00;9.00;0.10;13891.00;119.00;0.80;317.00;13579.00;97.70
76;2021-12-05-2021-12-11;16905.00;43651.00;38.70;13969.00;8.00;0.10;13856.00;122.00;0.90;324.00;13550.00;97.70
76;2021-12-06-2021-12-12;16863.00;43823.00;38.50;13950.00;6.00;0.00;13832.00;123.00;0.90;325.00;13528.00;97.70
76;2021-12-07-2021-12-13;15395.00;44726.00;34.40;12801.00;4.00;0.00;12692.00;112.00;0.90;313.00;12401.00;97.50
76;2021-12-08-2021-12-14;14124.00;45055.00;31.30;11859.00;2.00;0.00;11748.00;112.00;0.90;287.00;11481.00;97.60
76;2021-12-09-2021-12-15;12536.00;45027.00;27.80;10608.00;2.00;0.00;10506.00;103.00;1.00;289.00;10236.00;97.30
76;2021-12-10-2021-12-16;11306.00;45116.00;25.10;9684.00;2.00;0.00;9583.00;102.00;1.10;276.00;9313.00;97.10
