"date","dateDeliss","fra.x","semaine.x","nb_pos.x","nb_crib.x","tx_crib.x","nb_A0.x","nb_A1.x","tx_A1.x","nb_C0.x","nb_C1.x","tx_C1.x","nb_D0","nb_D1","tx_D1","nb_A0C0","nb_A01C01","tx_A0C0","nb_A0.dl.x","nb_A0.sum7_mid.x","nb_A1.dl.x","nb_A1.sum7_mid.x","nb_C0.dl.x","nb_C0.sum7_mid.x","nb_C1.dl.x","nb_C1.sum7_mid.x","nb_D0.dl","nb_D0.sum7_mid","nb_D1.dl","nb_D1.sum7_mid","nb_A0C0.dl","nb_A0C0.sum7_mid","nb_A01C01.dl","nb_A01C01.sum7_mid","fra.y","semaine.y","nb_crib.y","nb_pos.y","tx_crib.y","nb_A0.y","nb_A1.y","tx_A1.y","nb_B0","nb_B1","tx_B1","nb_C0.y","nb_C1.y","tx_C1.y","nb_A0.dl.y","nb_A0.sum7_mid.y","nb_A1.dl.y","nb_A1.sum7_mid.y","nb_B0.dl","nb_B0.sum7_mid","nb_B1.dl","nb_B1.sum7_mid","nb_C0.dl.y","nb_C0.sum7_mid.y","nb_C1.dl.y","nb_C1.sum7_mid.y","nb_pos","nb_crib","nb_A0","nb_A0.dl","nb_A0.sum7_mid","nb_A1","nb_A1.dl","nb_A1.sum7_mid","nb_C0","nb_C0.dl","nb_C0.sum7_mid","nb_C1","nb_C1.dl","nb_C1.sum7_mid","fra","jour","pop","P","T","Ti","Tp","Td","cl_age90","P7j","T7j"
2021-12-09,2021-12-09,"FR","2021-12-03-2021-12-09",425357,96829,22.76,85693,159,0.19,2857,83566,96.69,7664,363,4.52,2822,85791,3.29,15752,90319,39,175,646,3609,15194,87481,1275,8279,102,451,632,3555,15781,90424,"FR","2021-12-03-2021-12-09",130748,421832,31,116087,81,0.1,115683,915,0.8,2984,116255,97.5,18055,113625,9,98,18157,113215,150,966,579,3282,18332,113613,425357,227577,201780,33807,203944,240,48,273,5841,1225,6891,199821,33526,201094,"FR","2021-12-09",67114992,54838,915171,81.71,5.99,1363.59,0,49058.1428571429,799388.285714286
2021-12-10,2021-12-10,"FR","2021-12-04-2021-12-10",428856,99602,23.23,88255,173,0.2,3191,85830,96.42,7941,400,4.8,3146,88362,3.56,15504,95992,23,207,638,4826,15010,91959,1393,8640,81,627,627,4751,15515,96103,"FR","2021-12-04-2021-12-10",129729,425337,30.5,114710,95,0.1,114316,964,0.8,3172,114816,97.3,18106,110018,21,81,17956,109667,189,909,538,3681,17986,109627,428856,229331,202965,33610,206010,268,44,288,6363,1176,8507,200646,32996,201586,"FR","2021-12-10",67114992,53626,956701,79.9,5.61,1425.47,0,49811.4285714286,807197.714285714
2021-12-11,2021-12-11,"FR","2021-12-05-2021-12-11",430793,101480,23.56,89989,175,0.19,3493,87258,96.15,8216,438,5.06,3443,90092,3.82,8751,102346,10,250,480,6566,8322,96809,888,9022,56,880,473,6420,8751,102463,"FR","2021-12-05-2021-12-11",128881,427299,30.2,113757,98,0.1,113371,956,0.8,3231,113795,97.2,9806,104451,8,78,9701,104018,68,900,284,4265,9525,103351,430793,230361,203746,18557,206797,273,18,328,6724,764,10831,201053,17847,200160,"FR","2021-12-11",67114992,37187,733974,55.41,5.07,1093.61,0,50292.2857142857,809962.285714286
2021-12-12,2021-12-12,"FR","2021-12-06-2021-12-12",432203,101806,23.56,90319,175,0.19,3609,87481,96.04,8279,451,5.17,3555,90424,3.93,2124,109410,2,290,166,8877,1983,101924,378,10031,24,1167,162,8647,2127,109548,"FR","2021-12-06-2021-12-12",128743,428651,30,113625,98,0.1,113215,966,0.8,3282,113613,97.2,1925,99344,5,73,1906,98741,19,897,102,5336,1863,96893,432203,230549,203944,4049,208754,273,7,363,6891,268,14213,201094,3846,198817,"FR","2021-12-12",67114992,10019,178068,14.93,5.63,265.32,0,50903.2857142857,816957.571428571
2021-12-13,2021-12-13,"FR","2021-12-07-2021-12-13",439794,108480,24.67,95992,207,0.22,4826,91959,95.01,8640,627,6.77,4751,96103,4.94,23764,115559,57,289,1742,11411,22104,105809,1925,11087,238,1428,1713,11104,23782,115674,"FR","2021-12-07-2021-12-13",124473,436215,28.5,110018,81,0.1,109667,909,0.8,3681,109627,96.8,22772,94831,11,76,22496,94188,186,871,1133,6656,21868,90858,439794,232953,206010,46536,210390,288,68,365,8507,2875,18067,201586,43972,196667,"FR","2021-12-13",67114992,79093,1079375,117.85,7.33,1608.25,0,51406.7142857143,822935.428571429
2021-12-14,2021-12-14,"FR","2021-12-08-2021-12-14",445763,116151,26.06,102346,250,0.24,6566,96809,93.65,9022,880,8.89,6420,102463,6.27,21977,122684,88,395,2343,14491,20085,110228,1871,12230,305,1768,2269,14033,22018,122859,"FR","2021-12-08-2021-12-14",118162,442181,26.7,104451,78,0.1,104018,900,0.9,4265,103351,96,15127,89498,13,62,15021,88642,153,805,1137,8069,14721,83745,445763,234313,206797,37104,212182,328,101,457,10831,3480,22560,200160,34806,193973,"FR","2021-12-14",67114992,61455,929248,91.57,6.61,1384.56,0,52175.2857142857,833214.142857143
2021-12-15,2021-12-15,"FR","2021-12-09-2021-12-15",453163,124332,27.44,109410,290,0.26,8877,101924,91.99,10031,1167,10.42,8647,109548,7.89,21538,127554,71,458,2862,16682,19226,113200,2301,12856,361,2069,2771,16097,21574,127785,"FR","2021-12-09-2021-12-15",112068,449458,24.9,99344,73,0.1,98741,897,0.9,5336,96893,94.8,13553,85294,6,56,13504,84347,132,797,1563,8811,12598,78618,453163,236400,208754,35091,212848,363,77,514,14213,4425,25493,198817,31824,191818,"FR","2021-12-15",67114992,60105,926166,89.56,6.49,1379.97,0,52916.4285714286,843738.142857143
2021-12-16,2021-12-16,"FR","2021-12-10-2021-12-16",460421,131400,28.54,115559,289,0.25,11411,105809,90.27,11087,1428,11.41,11104,115674,9.6,21901,129202,38,470,3180,17606,19079,114073,2331,13325,363,2347,3089,16948,21907,129434,"FR","2021-12-10-2021-12-16",106571,456577,23.3,94831,76,0.1,94188,871,0.9,6656,90858,93.2,13542,84254,12,53,13604,83274,124,791,1899,8961,12297,77389,460421,237971,210390,35443,213456,365,50,523,18067,5079,26567,196667,31376,191462,"FR","2021-12-16",67114992,58362,957016,86.96,6.1,1425.93,0,53395.1428571429,848272.142857143
2021-12-17,2021-12-17,"FR","2021-12-11-2021-12-17",470180,139536,29.68,122684,395,0.32,14491,110228,88.38,12230,1768,12.63,14033,122859,11.42,22629,146117,129,590,3718,26562,19429,122883,2536,15046,421,3813,3556,25529,22700,146422,"FR","2021-12-11-2021-12-17",100068,466208,21.5,89498,62,0.1,88642,805,0.9,8069,83745,91.2,12773,71070,7,44,12410,69972,123,660,1951,11030,10873,61649,470180,239604,212182,35402,217187,457,136,634,22560,5669,37592,193973,30302,184532,"FR","2021-12-17",67114992,59006,1028652,87.92,5.74,1532.67,0,54906.4285714286,838603
2021-12-18,2021-12-18,"FR","2021-12-12-2021-12-18",477921,144898,30.32,127554,458,0.36,16682,113200,87.16,12856,2069,13.86,16097,127785,12.6,13621,167691,73,768,2671,41976,11294,129838,1514,16468,357,6954,2537,40429,13677,168116,"FR","2021-12-12-2021-12-18",95164,473819,20.1,85294,56,0.1,84347,797,0.9,8811,78618,89.9,5602,58775,2,35,5406,57687,60,516,1026,10579,4398,49407,477921,240062,212848,19223,226466,514,75,803,25493,3697,52555,191818,15692,179245,"FR","2021-12-18",67114992,42375,807642,63.14,5.25,1203.37,0,58131.7142857143,845836.285714286
2021-12-19,2021-12-19,"FR","2021-12-13-2021-12-19",482217,146848,30.45,129202,470,0.36,17606,114073,86.63,13325,2347,14.98,16948,129434,13.09,3772,192758,14,1004,1090,61568,2856,136064,847,18454,302,12160,1013,59367,3776,193344,"FR","2021-12-13-2021-12-19",93980,478027,19.7,84254,53,0.1,83274,791,0.9,8961,77389,89.6,885,46958,2,30,833,45871,13,392,252,9535,634,38347,482217,240828,213456,4657,239716,523,16,1034,26567,1342,71103,191462,3490,174411,"FR","2021-12-19",67114992,13370,209806,19.92,6.37,312.61,0,62925.1428571429,878149
2021-12-20,2021-12-20,"FR","2021-12-14-2021-12-20",500207,165189,33.02,146117,590,0.4,26562,122883,82.23,15046,3813,20.22,25529,146422,17.44,40679,221311,177,1227,10698,84510,30914,142776,3646,22525,1704,20637,10294,81578,40770,222118,"FR","2021-12-14-2021-12-20",79138,495611,16,71070,44,0.1,69972,660,0.9,11030,61649,84.8,9588,34647,2,18,9194,33683,55,276,3202,8185,6128,27126,500207,244327,217187,50267,255958,634,179,1245,37592,13900,92695,184532,37042,169902,"FR","2021-12-20",67114992,89672,1011691,133.61,8.86,1507.4,0,69424.1428571429,957973.428571429
2021-12-21,2021-12-21,"FR","2021-12-15-2021-12-21",532355,189157,35.53,167691,768,0.46,41976,129838,75.57,16468,6954,29.69,40429,168116,24.05,43551,237105,266,1412,17757,102641,27040,141313,3293,26446,3446,30211,17169,98890,43712,238095,"FR","2021-12-15-2021-12-21",65207,527070,12.4,58775,35,0.1,57687,516,0.9,10579,49407,82.4,2832,22956,4,11,2736,22235,9,154,686,6471,2479,16899,532355,254364,226466,46383,260061,803,270,1423,52555,18443,109112,179245,29519,158212,"FR","2021-12-21",67114992,84032,979881,125.21,8.58,1460,0,74956.4285714286,1003535.42857143
2021-12-22,2021-12-22,"FR","2021-12-16-2021-12-22",578205,217113,37.55,192758,1004,0.52,61568,136064,68.85,18454,12160,39.72,59367,193344,30.71,46605,228044,307,1374,22454,103054,25452,131915,4287,25967,5567,31702,21709,99078,46802,228996,"FR","2021-12-16-2021-12-22",52003,572110,9.1,46958,30,0.1,45871,392,0.8,9535,38347,80.1,1736,17708,1,9,1688,17101,8,95,519,5484,1538,12558,578205,269116,239716,48341,245752,1034,308,1383,71103,22973,108538,174411,26990,144473,"FR","2021-12-22",67114992,93659,1152355,139.55,8.13,1716.99,0,71634,914187.714285714
2021-12-23,2021-12-23,"FR","2021-12-17-2021-12-23",640472,248715,38.83,221311,1227,0.55,84510,142776,62.82,22525,20637,47.81,81578,222118,36.73,50454,233790,261,1478,26122,108884,25791,132427,6402,26776,8840,35546,25300,104285,50681,234796,"FR","2021-12-17-2021-12-23",38306,632895,6.1,34647,18,0.1,33683,276,0.8,8185,27126,76.8,1231,17099,0,8,1416,16480,8,85,549,5341,1076,12109,640472,287021,255958,51685,250889,1245,261,1486,92695,26671,114225,169902,26867,144536,"FR","2021-12-23",67114992,103855,1515787,154.74,6.85,2258.49,0,74528.7142857143,921775
2021-12-24,2021-12-24,"FR","2021-12-18-2021-12-24",693013,266231,38.42,237105,1412,0.59,102641,141313,57.93,26446,30211,53.32,98890,238095,41.53,38423,296895,314,1989,21849,169346,17966,137293,6457,39004,9995,70657,20868,162651,38677,298292,"FR","2021-12-18-2021-12-24",25276,681491,3.7,22956,11,0,22235,154,0.7,6471,16899,72.3,1082,9813,0,8,962,9050,1,38,237,3024,646,7009,693013,291507,260061,39505,306708,1423,314,1997,109112,22086,172370,158212,18612,144302,"FR","2021-12-24",67114992,97732,1347586,145.62,7.25,2007.88,0,94449,965184.285714286
2021-12-25,2021-12-25,"FR","2021-12-19-2021-12-25",662547,256417,38.7,228044,1374,0.6,103054,131915,56.14,25967,31702,54.97,99078,228996,43.27,4560,351734,35,1996,3084,227333,1896,135554,1035,48454,1848,110062,2725,219200,4578,353061,"FR","2021-12-19-2021-12-25",19462,650465,3,17708,9,0.1,17101,95,0.6,5484,12558,69.6,354,7768,0,4,272,6803,1,32,39,3043,57,5018,662547,275879,245752,4914,359502,1383,35,2000,108538,3123,230376,144473,1953,140572,"FR","2021-12-25",67114992,19118,182208,28.49,10.49,271.49,0,112401,1001620.71428571
2021-12-26,2021-12-26,"FR","2021-12-20-2021-12-26",686101,263221,38.36,233790,1478,0.63,108884,132427,54.88,26776,35546,57.04,104285,234796,44.42,9518,407198,118,1813,6920,287749,3368,132677,1656,56375,4146,154119,6220,277610,9576,408387,"FR","2021-12-20-2021-12-26",18800,672657,2.8,17099,8,0,16480,85,0.5,5341,12109,69.4,276,6606,1,3,212,5568,3,27,109,3041,185,3830,686101,282021,250889,9794,413804,1486,119,1816,114225,7029,290790,144536,3553,136507,"FR","2021-12-26",67114992,33633,262917,50.11,12.79,391.74,0,130838.857142857,1027009.28571429
2021-12-27,2021-12-27,"FR","2021-12-21-2021-12-27",857827,333420,38.87,296895,1989,0.67,169346,137293,44.77,39004,70657,64.43,162651,298292,54.53,103784,458443,688,1790,71160,346090,35780,127895,15874,61375,36815,195363,68660,333591,104266,459592,"FR","2021-12-21-2021-12-27",10871,836633,1.3,9813,8,0.1,9050,38,0.4,3024,7009,69.9,2302,5944,2,3,1764,4608,8,22,885,2982,1028,3207,857827,344291,306708,106086,464387,1997,690,1793,172370,72045,349072,144302,36808,131102,"FR","2021-12-27",67114992,229114,1315556,341.38,17.42,1960.15,0,149204.428571429,1038936.14285714
2021-12-28,2021-12-28,"FR","2021-12-22-2021-12-28",1017931,393594,38.67,351734,1996,0.56,227333,135554,37.35,48454,110062,69.43,219200,353061,62.09,98390,492849,273,1680,75744,386180,25301,123478,12743,63321,42851,224909,73718,372501,98481,493905,"FR","2021-12-22-2021-12-28",8701,992995,0.9,7768,4,0.1,6803,32,0.5,3043,5018,62.3,787,5492,0,4,489,4134,3,24,705,3006,488,2714,1017931,402295,359502,99177,498341,2000,273,1684,230376,76449,389186,140572,25789,126192,"FR","2021-12-28",67114992,209696,1234936,312.44,16.98,1840.03,0,164402.428571429,1075761.85714286
2021-12-29,2021-12-29,"FR","2021-12-23-2021-12-29",1181072,455398,38.56,407198,1813,0.44,287749,132677,31.56,56375,154119,73.22,277610,408387,67.98,102069,495068,124,1657,82870,389335,22575,122850,12208,63315,49624,227300,80119,375354,102128,496109,"FR","2021-12-23-2021-12-29",7411,1152589,0.6,6606,3,0,5568,27,0.5,3041,3830,55.7,574,5532,0,4,453,4176,3,24,517,3080,350,2669,1181072,462809,413804,102643,500600,1816,124,1661,290790,83387,392415,136507,22925,125519,"FR","2021-12-29",67114992,222724,1330075,331.85,16.75,1981.79,0,166224.571428571,1077802.57142857
2021-12-30,2021-12-30,"FR","2021-12-24-2021-12-30",1343039,514646,38.32,458443,1790,0.39,346090,127895,26.98,61375,195363,76.09,333591,459592,72.58,101699,501247,238,1631,84463,397217,21009,121986,11402,63469,50084,233327,81281,382467,101886,502312,"FR","2021-12-24-2021-12-30",6642,1310960,0.5,5944,3,0.1,4608,22,0.5,2982,3207,51.8,569,5339,0,4,456,4028,3,22,490,3013,453,2487,1343039,521288,464387,102268,506586,1793,238,1635,349072,84953,400230,131102,21462,124473,"FR","2021-12-30",67114992,232414,1599275,346.29,14.53,2382.89,0,171040.857142857,1093907.14285714
2021-12-31,2021-12-31,"FR","2021-12-25-2021-12-31",1476701,554363,37.54,492849,1680,0.34,386180,123478,24.23,63321,224909,78.03,372501,493905,75.42,72829,530269,204,1489,61939,444092,13549,105320,8403,59853,39541,270960,59778,428109,72990,531336,"FR","2021-12-25-2021-12-31",6077,1443269,0.4,5492,4,0.1,4134,24,0.6,3006,2714,47.4,630,3904,1,2,488,2926,3,16,261,2492,153,1522,1476701,560440,498341,73459,534173,1684,205,1491,389186,62200,446584,126192,13702,106842,"FR","2021-12-31",67114992,204118,1605366,304.13,12.71,2391.96,0,200458.428571429,1181561
2022-01-01,2022-01-01,"FR","2021-12-26-2022-01-01",1491323,557498,37.38,495068,1657,0.33,389335,122850,23.99,63315,227300,78.21,375354,496109,75.66,6779,536862,12,1956,6239,464319,1268,91706,1029,55296,4239,292424,5578,448188,6782,538542,"FR","2021-12-26-2022-01-01",6115,1457410,0.4,5532,4,0.1,4176,24,0.6,3080,2669,46.4,394,NA,0,NA,314,NA,1,NA,113,NA,12,NA,1491323,563613,500600,7173,536862,1661,12,1956,392415,6352,464319,125519,1280,91706,"FR","2022-01-01",67114992,31873,196493,47.49,16.22,292.77,0,219819,1245695.71428571
2022-01-02,2022-01-02,"FR","2021-12-27-2022-01-02",1530727,565572,36.95,501247,1631,0.32,397217,121986,23.49,63469,233327,78.62,382467,502312,76.14,15697,520527,92,2193,14802,460748,2504,77231,1810,49604,10173,294619,13333,446063,15779,522472,"FR","2021-12-27-2022-01-02",5850,1495828,0.4,5339,4,0.1,4028,22,0.5,3013,2487,45.2,83,NA,1,NA,64,NA,1,NA,42,NA,3,NA,1530727,571422,506586,15780,520527,1635,93,2193,400230,14844,460748,124473,2507,77231,"FR","2022-01-02",67114992,67347,375649,100.35,17.93,559.71,0,231835.285714286,1300419.42857143
2022-01-03,2022-01-03,"FR","2021-12-28-2022-01-03",1774139,604198,34.06,530269,1489,0.28,444092,105320,19.17,59853,270960,81.91,428109,531336,80.57,132806,485789,546,2083,118035,438465,19114,61764,12258,43060,74448,287182,114302,426323,133290,487648,"FR","2021-12-28-2022-01-03",4233,1710213,0.2,3904,2,0.1,2926,16,0.5,2492,1522,37.9,867,NA,0,NA,662,NA,2,NA,364,NA,63,NA,1774139,608431,534173,133673,485789,1491,546,2083,446584,118399,438465,106842,19177,61764,"FR","2022-01-03",67114992,435037,1929133,648.2,22.55,2874.37,0,239781.285714286,1344916.71428571
2022-01-04,2022-01-04,"FR","2021-12-29-2022-01-04",1930803,619785,32.1,536862,1956,0.36,464319,91706,16.49,55296,292424,84.1,448188,538542,83.22,104983,475558,740,2019,95971,434863,11687,53248,8186,39159,64315,288653,93797,424306,105687,477377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930803,619785,536862,104983,475558,1956,740,2019,464319,95971,434863,91706,11687,53248,"FR","2022-01-04",67114992,345220,1683879,514.37,20.5,2508.95,0,250361.428571429,1375089.14285714
2022-01-05,2022-01-05,"FR","2021-12-30-2022-01-05",2030980,607779,29.93,520527,2193,0.42,460748,77231,14.36,49604,294619,85.59,446063,522472,85.38,85734,500339,361,2139,79299,458392,8100,54261,6516,40261,51819,307685,77994,448097,86058,502280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030980,607779,520527,85734,500339,2193,361,2139,460748,79299,458392,77231,8100,54261,"FR","2022-01-05",67114992,306838,1713141,457.18,17.91,2552.55,0,274808.142857143,1530138.85714286
2022-01-06,2022-01-06,"FR","2021-12-31-2022-01-06",2092412,575381,27.5,485789,2083,0.43,438465,61764,12.35,43060,287182,86.96,426323,487648,87.42,66961,492185,128,2073,62180,450896,5542,52256,4858,39010,42647,304555,61541,441819,67062,494057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092412,575381,485789,66961,492185,2083,128,2073,438465,62180,450896,61764,5542,52256,"FR","2022-01-06",67114992,288036,1910756,429.17,15.07,2846.99,0,275971.285714286,1540141.71428571
2022-01-07,2022-01-07,"FR","2022-01-01-2022-01-07",2211043,570609,25.81,475558,2019,0.42,434863,53248,10.91,39159,288653,88.05,424306,477377,88.88,62598,439118,140,1910,58337,409275,5033,37453,4502,30815,41012,288821,57761,402987,62719,440857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211043,570609,475558,62598,439118,2019,140,1910,434863,58337,409275,53248,5033,37453,"FR","2022-01-07",67114992,278179,1816573,414.48,15.31,2706.66,0,275495.857142857,1582111.71428571
2022-01-08,2022-01-08,"FR","2022-01-02-2022-01-08",2460639,601756,24.46,500339,2139,0.43,458392,54261,10.58,40261,307685,88.43,448097,502280,89.21,31560,397400,132,1308,29768,374358,2281,28928,2131,25632,23271,272054,29369,369451,31685,398557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2460639,601756,500339,31560,397400,2139,132,1308,458392,29768,374358,54261,2281,28928,"FR","2022-01-08",67114992,203000,1281841,302.47,15.84,1909.92,0,274068,1575127.14285714
2022-01-09,2022-01-09,"FR","2022-01-03-2022-01-09",2479606,593605,23.94,492185,2073,0.42,450896,52256,10.39,39010,304555,88.65,441819,494057,89.43,7543,373032,26,1214,7306,355084,499,23146,559,21554,7043,271059,7055,350652,7556,374108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2479606,593605,492185,7543,373032,2073,26,1214,450896,7306,355084,52256,499,23146,"FR","2022-01-09",67114992,75489,445669,112.48,16.94,664.04,0,278913.857142857,1545445.57142857
2022-01-10,2022-01-10,"FR","2022-01-04-2022-01-10",2518835,535957,21.28,439118,1910,0.43,409275,37453,8.38,30815,288821,90.36,402987,440857,91.41,79739,367027,383,1282,76414,352794,4311,19626,4063,19036,58714,282731,75470,348021,80090,368164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518835,535957,439118,79739,367027,1910,383,1282,409275,76414,352794,37453,4311,19626,"FR","2022-01-10",67114992,431709,2222923,643.24,19.42,3312.11,0,282905.142857143,1474295.42857143
2022-01-11,2022-01-11,"FR","2022-01-05-2022-01-11",2520927,486800,19.31,397400,1308,0.33,374358,28928,7.17,25632,272054,91.39,369451,398557,92.7,63265,368601,138,1366,61054,361312,3162,16484,3003,16734,47548,299513,60261,352671,63387,369825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520927,486800,397400,63265,368601,1308,138,1366,374358,61054,361312,28928,3162,16484,"FR","2022-01-11",67114992,335225,1634987,499.48,20.5,2436.1,0,289676,1417893.14285714
2022-01-12,2022-01-12,"FR","2022-01-06-2022-01-12",2573199,456369,17.74,373032,1214,0.32,355084,23146,6.12,21554,271059,92.63,350652,374108,93.73,61366,372376,267,1358,60025,369988,2318,15142,2438,15686,50824,309322,59195,357740,61609,373581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2573199,456369,373032,61366,372376,1214,267,1358,355084,60025,369988,23146,2318,15142,"FR","2022-01-12",67114992,340759,1505370,507.72,22.64,2242.97,0,296281.857142857,1385698.71428571
2022-01-13,2022-01-13,"FR","2022-01-07-2022-01-13",2603574,445505,17.11,367027,1282,0.35,352794,19626,5.27,19036,282731,93.69,348021,368164,94.53,60956,373733,196,1377,59890,374205,2022,14868,2340,15387,54319,312424,58910,359394,61118,374964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2603574,445505,367027,60956,373733,1282,196,1377,352794,59890,374205,19626,2022,14868,"FR","2022-01-13",67114992,315975,1412705,470.8,22.37,2104.9,0,299400,1376221.14285714
2022-01-14,2022-01-14,"FR","2022-01-08-2022-01-14",2652213,444339,16.75,368601,1366,0.37,361312,16484,4.36,16734,299513,94.71,352671,369825,95.36,64172,397384,224,1358,66855,406253,1891,12727,2200,14021,57794,353428,62411,385173,64380,398606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2652213,444339,368601,64172,397384,1366,224,1358,361312,66855,406253,16484,1891,12727,"FR","2022-01-14",67114992,325575,1421757,485.1,22.9,2118.39,0,313601.857142857,1313971.14285714
2022-01-15,2022-01-15,"FR","2022-01-09-2022-01-15",2701291,449079,16.62,372376,1358,0.36,369988,15142,3.93,15686,309322,95.17,357740,373581,95.76,35335,419424,124,1438,38444,435018,939,10963,1083,12778,33080,390646,34438,408907,35441,420670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701291,449079,372376,35335,419424,1358,124,1438,369988,38444,435018,15142,939,10963,"FR","2022-01-15",67114992,249241,1056480,371.36,23.59,1574.13,0,325428.285714286,1293209.28571429
2022-01-16,2022-01-16,"FR","2022-01-10-2022-01-16",2728600,451199,16.54,373733,1377,0.37,374205,14868,3.82,15387,312424,95.31,359394,374964,95.85,8900,439843,45,1446,11523,461288,225,9803,260,11983,10145,423148,8709,430482,8939,441112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2728600,451199,373733,8900,439843,1377,45,1446,374205,11523,461288,14868,225,9803,"FR","2022-01-16",67114992,97316,379326,145,25.65,565.19,0,336725,1293854.28571429
2022-01-17,2022-01-17,"FR","2022-01-11-2022-01-17",2842124,476890,16.78,397384,1358,0.34,406253,12727,3.04,14021,353428,96.18,385173,398606,96.63,103390,458681,364,1662,108462,485871,2170,8820,2697,11055,99718,450481,101249,450317,103732,460185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2842124,476890,397384,103390,458681,1358,364,1662,406253,108462,485871,12727,2170,8820,"FR","2022-01-17",67114992,531122,1787173,791.36,29.72,2662.85,0,347525.857142857,1291830.42857143
2022-01-18,2022-01-18,"FR","2022-01-12-2022-01-18",2939583,502444,17.09,419424,1438,0.34,435018,10963,2.46,12778,390646,96.83,408907,420670,97.2,85305,472462,218,1505,89819,501546,1398,7771,1760,10192,84766,471873,83995,465104,85451,473816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2939583,502444,419424,85305,472462,1438,218,1505,435018,89819,501546,10963,1398,7771,"FR","2022-01-18",67114992,418010,1489654,622.83,28.06,2219.55,0,355212.857142857,1283927.42857143
2022-01-19,2022-01-19,"FR","2022-01-13-2022-01-19",3037009,528697,17.41,439843,1446,0.33,461288,9803,2.08,11983,423148,97.25,430482,441112,97.59,81785,478789,275,1399,86295,508972,1158,7278,1643,9737,83326,482993,80770,471896,82051,480039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037009,528697,439843,81785,478789,1446,275,1399,461288,86295,508972,9803,1158,7278,"FR","2022-01-19",67114992,419836,1509885,625.55,27.81,2249.7,0,359831.428571429,1279527
2022-01-20,2022-01-20,"FR","2022-01-14-2022-01-20",3124921,551245,17.64,458681,1662,0.36,485871,8820,1.78,11055,450481,97.6,450317,460185,97.86,79794,480091,412,1359,84473,510245,1039,7189,1412,9637,81652,485402,78745,473271,80191,481302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3124921,551245,458681,79794,480091,1662,412,1359,485871,84473,510245,8820,1039,7189,"FR","2022-01-20",67114992,391581,1398538,583.45,28,2083.79,0,360445.285714286,1275452.71428571
